900 115762
352 853 15379776
575 108 13263268
692 148 25001318
120 448 72083453
826 95 18981612
316 825 19713762
863 696 53561329
859 338 68135272
677 460 9493027
660 116 58022037
878 763 8356803
20 249 718003
878 211 31618778
33 827 88347460
480 439 5095149
577 256 39633511
80 493 51200686
238 885 77896298
148 102 71440323
740 76 46686733
309 394 25770912
151 684 86311886
474 146 7837101
660 881 59998140
285 404 69893823
7 559 21078755
716 847 57494506
471 273 49628492
889 746 9737654
676 423 14584793
681 871 20289661
148 374 38440962
596 97 11705112
467 309 5067951
475 448 27520066
214 451 42658080
664 493 19951786
766 577 19579652
721 317 37649135
678 647 42349870
340 524 84317443
764 607 80994814
480 748 38632712
324 475 13489603
715 833 16800850
340 866 73029170
509 664 65007836
124 267 33274994
327 162 14010256
440 863 15486432
672 687 19937480
153 405 73716568
641 297 26792926
243 553 65093814
206 848 16571777
805 659 42839546
743 790 86776453
322 107 23197858
176 45 22231244
877 224 46646796
348 865 16259552
502 67 40218446
472 670 14026944
666 459 23808258
509 723 39590754
74 304 22243580
489 135 79348502
96 69 48798953
410 150 69332394
57 155 59989166
843 900 58666545
577 466 867307
324 535 63695487
401 861 74799413
142 12 73921480
683 240 77040613
120 622 37881224
612 611 79589719
475 664 73681157
473 129 54723264
230 517 88325398
258 367 2925313
750 659 5300143
757 864 14430171
398 519 61934575
635 821 15587203
815 285 1053612
126 348 27506675
341 354 24639906
53 226 26573188
728 870 50661288
299 550 39173499
899 40 38778272
199 789 42972372
380 247 8944766
300 718 24319472
322 176 72517686
166 805 22708437
569 680 69813560
691 886 4048647
349 509 44889232
311 540 58414035
666 810 20128842
548 656 78013193
873 125 5901126
370 109 56108386
269 846 77773731
255 823 4216579
794 346 61856045
332 890 33783738
409 266 9496162
821 794 54572544
837 599 83873724
884 2 58359379
807 442 75485939
659 822 39319566
339 303 56968877
248 491 62910496
288 480 83487728
416 467 49974628
603 116 13780381
821 295 50725917
793 198 66310263
525 807 30752530
688 545 17284023
309 214 63218881
481 266 60666735
315 28 25310510
864 795 66729595
235 545 9979378
809 140 64674869
563 613 85128187
152 102 74283176
583 379 47703849
34 74 55696251
532 737 61003552
101 757 42932960
832 772 15987588
72 590 40473445
180 773 48510791
416 776 8998397
88 392 61464091
776 231 71274715
102 737 44653884
717 16 70802486
427 575 10265194
582 11 49504356
896 391 54013448
28 654 74057288
218 583 21778929
670 369 36820477
818 521 63574399
759 505 34901236
897 827 25013822
398 655 82147384
828 582 58914223
124 332 10014891
356 77 22023795
66 844 31645161
859 44 18200193
746 573 55228475
660 211 82974253
609 631 61205027
207 523 62193085
360 503 44418268
434 81 37718880
782 141 22128426
833 20 60574652
655 395 57208529
130 849 15595429
316 337 64802278
293 169 59247771
359 437 17538453
33 120 25771326
299 622 15457368
736 638 11916235
242 707 55909708
3 95 9523658
856 243 64105130
411 762 74476515
266 700 43035274
816 766 72421505
541 265 27621796
97 769 25997684
222 577 8284598
709 149 84491123
116 480 53278651
231 419 30670427
617 90 52964631
163 158 26218282
543 145 1900892
583 503 65254997
60 265 52716070
270 828 23458996
258 624 10572045
183 279 77325182
572 729 90104342
687 245 70910016
430 242 75884860
630 853 87365431
333 44 15867011
349 192 11103677
400 343 42270702
287 528 42961592
711 68 37243999
350 407 14895
663 460 58169629
150 863 22847329
523 504 6021943
119 197 16282841
548 281 1374845
853 683 37389347
589 43 41123743
810 540 26528831
355 867 9941113
652 72 78669235
338 107 17889038
714 38 90704345
846 470 76392470
731 459 32942458
219 299 28070307
167 419 22607918
721 644 8567356
243 784 27291121
804 344 37925978
408 336 58581841
76 207 25053079
216 125 58855993
289 710 86452194
595 44 45290740
171 542 29204490
195 389 19463499
183 475 66782620
477 46 78040307
100 579 86561073
385 221 25028703
162 582 30718706
720 557 42267355
843 176 28238636
41 45 60917611
808 36 59036678
623 873 23837667
451 842 74086164
757 499 52550610
748 426 7330673
529 368 64139983
639 112 57198047
732 517 5087182
719 768 2052666
600 601 3457157
417 252 44677051
200 462 68984806
609 190 78285762
31 225 27602687
295 682 52384367
780 560 34606893
135 805 19532707
799 278 1543076
198 201 27132542
822 11 12961890
598 190 89621591
657 258 81405174
361 404 83872220
358 231 55921458
842 669 11594860
524 631 6940677
565 697 74369549
391 213 4690808
815 66 75656204
683 824 80259747
855 627 21115242
540 726 74924193
170 787 85518655
428 117 59522420
120 369 927367
240 321 25619468
703 234 72952320
529 162 60000888
122 388 14224660
196 296 55743819
84 119 81555150
14 511 36484195
413 779 47453814
104 403 90702509
580 99 49746328
864 542 84651848
586 882 90141363
618 771 1468976
496 337 84740811
810 634 25262888
672 701 27264713
660 78 21149318
620 284 73953324
322 649 45971909
303 641 51446147
60 4 26231346
621 685 18257480
733 266 8836706
343 738 88033960
367 639 68101218
500 49 81190534
850 799 5132015
329 97 87697256
476 426 66921994
40 404 61269225
574 190 28001152
812 190 41504081
685 730 5297338
563 354 8534726
53 519 81097613
31 138 25515266
881 707 50597680
545 729 55447372
313 835 40418520
868 498 86991001
578 342 60540731
891 687 10370670
873 458 32555679
290 792 27652782
839 203 68031897
164 211 60975106
614 53 23039780
343 248 83475422
602 744 20232298
734 536 65157793
269 512 66370203
838 828 50243094
535 544 40131089
797 260 86369582
498 312 31967298
877 626 50159974
38 400 74518112
25 754 21641792
673 740 78057209
762 509 35769702
436 236 29830530
395 503 33141509
836 767 6201193
782 87 15425190
385 789 43039080
420 580 4559559
150 43 47175074
524 818 54754615
610 459 69068269
556 773 23617617
788 26 74744240
161 598 83539020
468 172 50059168
887 477 22751328
490 168 58122161
350 113 38103148
898 435 42720752
885 804 74601825
858 479 47594942
339 82 72794120
549 281 28064772
133 735 77144478
60 436 90532658
41 862 53416501
59 582 5498009
201 674 19859763
119 104 53767721
96 444 75872015
810 679 10653300
467 754 27636565
453 703 12885471
552 831 7095572
537 448 72609205
111 333 68025995
142 265 38225775
507 381 47134018
527 287 71611539
445 224 11566109
383 337 72030526
585 665 69259416
68 831 38941620
886 143 73597016
675 192 33019888
242 278 10467845
818 333 51797588
755 634 33165745
833 413 51538246
610 685 50640743
725 504 78244342
763 347 329312
71 495 76508826
463 245 38217650
797 604 31843287
100 409 83220423
103 56 80326368
900 610 29380989
667 370 9298468
562 698 23345617
733 526 49901268
347 728 39723927
87 37 8081662
305 636 45849325
5 133 59783321
331 588 79131472
786 891 30476598
831 78 7371487
693 326 48771934
838 418 57446132
888 124 84493101
570 727 5853934
200 629 83449792
507 335 43064851
254 388 84042401
277 412 14353275
315 439 70789158
279 196 82510038
265 660 37730923
203 858 79184185
255 856 76839092
499 411 48963591
404 109 65136929
501 241 52349344
632 645 46487354
87 400 5085624
237 98 24785184
352 693 23537556
423 21 40531970
664 828 50812047
575 425 15377920
835 316 18163002
555 3 41580725
394 839 32377412
272 93 54453476
764 856 87288991
82 481 69929423
570 359 69902356
392 53 66871265
123 613 33632585
864 746 21970734
436 602 86255242
159 430 55041910
636 860 46697470
146 64 59119720
185 531 61100275
97 624 8684764
465 36 70864213
824 606 47990803
301 328 42777131
368 409 74796592
356 144 36981891
638 370 30477943
717 856 73410665
224 472 53386520
488 257 63979605
138 378 44331066
532 477 90149079
685 406 71356497
32 436 74133667
123 438 46827386
525 62 24542103
688 546 50046755
1 169 71911456
266 27 76196821
551 101 79854832
654 100 50096839
196 492 6035957
572 560 26463354
898 897 8688758
134 125 63192007
212 822 84880000
332 764 52143217
707 716 69321405
209 268 16727860
19 32 87503227
321 530 1410155
860 445 40854014
677 787 30225571
29 306 75795275
805 535 9048646
875 35 56035301
212 393 11018783
786 348 7426859
826 814 15993319
526 59 45637509
557 181 64763577
839 148 76393021
608 821 27891578
714 540 32163321
894 260 80939822
41 401 12728948
296 296 27686971
210 5 36506500
410 466 86975681
448 772 39390007
257 93 89946358
815 777 77956695
796 133 10024292
632 161 17284600
170 702 67645363
506 129 8548057
669 883 90193434
562 590 70666943
281 145 16379069
699 529 6291767
697 296 69871579
582 206 25788423
104 642 80987808
191 578 36709664
880 68 20332988
581 71 32581509
159 570 26694123
610 256 28072957
629 564 69770123
612 283 10126
262 172 78552868
241 392 65743758
6 129 3826921
335 353 55921736
855 515 15555070
476 438 81894239
256 161 30691499
534 584 60285561
93 306 8020295
467 816 5271400
16 565 27333824
18 214 20229134
305 582 19952235
20 419 2350540
418 477 42681425
160 417 40436600
552 810 4680904
583 272 82295660
556 612 86874277
828 281 71937902
166 204 45469022
227 448 73528934
584 514 26626906
6 847 308498
803 320 76786969
767 590 42872007
625 328 34407797
250 734 76909096
653 576 70371921
333 880 14491747
701 89 83272146
727 337 6550127
687 885 36578008
520 60 34770368
479 783 3578050
859 165 78961802
446 300 77514022
738 666 74800185
430 117 50134429
708 714 87689230
431 525 36108476
565 812 76283872
15 770 38207066
590 626 32709911
886 341 15060682
114 676 21399311
558 799 28275852
221 168 66286975
871 384 51371529
600 229 45497623
811 352 84793044
382 874 76211873
35 598 51909496
232 586 40670107
101 547 52203655
34 786 44025694
291 537 37944885
627 60 18693586
162 286 63011200
76 560 37385345
835 428 9544473
385 394 80704711
191 544 43793514
498 376 61351432
460 233 29113467
43 523 64976287
405 32 12486835
140 875 72512525
70 847 10757864
477 325 71504602
896 567 38122977
382 163 45853993
217 652 85915644
516 684 24912592
506 425 82551513
170 429 28910483
630 622 68300606
700 4 9939219
173 488 61719239
838 777 84205590
386 605 38809772
2 5 32128356
824 166 53770426
417 537 59054826
633 558 1137574
501 358 74016150
409 514 47233951
754 576 46149919
48 485 30405575
560 96 19451299
495 99 6183623
90 192 82224812
742 247 60994793
558 247 59822729
693 642 7419951
150 251 66833900
378 363 46243917
471 384 36610795
443 251 87966564
585 288 72110996
150 36 29067722
317 475 89081599
479 280 84471255
253 402 80009034
800 196 49750168
479 57 36111195
801 583 48729603
730 647 11473866
500 658 22136919
883 466 89099160
373 735 27987229
820 473 45104357
266 860 81116030
896 616 46055821
724 587 81724821
820 631 38882330
424 665 71075286
615 92 27349476
271 780 3212460
799 600 24518041
385 663 43032787
389 339 66918839
249 898 41871242
417 350 27020089
670 576 74043062
883 102 175355
603 63 29643239
754 808 62110479
228 684 18973934
412 116 15426150
146 109 24935636
327 731 89992549
155 648 86962806
669 343 44727214
151 667 13915382
516 363 33296453
395 520 15318914
443 441 14601060
689 531 73993326
203 215 55064062
494 801 34115789
798 655 72826246
70 321 6331649
191 559 31869967
611 138 16963902
898 140 84513166
594 786 58384630
324 860 72346918
299 638 81920219
93 250 39316043
800 20 1930424
521 779 33506652
758 515 20949860
611 725 4540860
323 212 74618321
104 895 69925026
586 816 11659132
724 452 59608981
726 638 78315954
570 743 90684496
159 431 49390135
224 810 10100878
226 473 85005284
205 557 83877239
16 591 42610220
877 889 19444256
107 132 3541543
220 696 57208522
543 821 35987817
111 100 51688069
642 34 40531860
260 81 476447
708 694 30380969
653 586 26606961
895 137 30893111
77 516 4658252
712 859 59386638
862 680 31933739
131 71 63079679
841 291 6937390
446 418 76425581
620 709 54902365
799 319 82464605
391 376 6981136
184 462 17315901
689 288 58497152
18 764 63874424
611 635 22525216
391 510 15690430
362 416 3238129
553 335 90157732
232 217 21717983
194 321 46458858
854 282 51763421
270 664 39930590
212 405 6022148
442 332 65907621
542 702 41672288
719 241 3951116
544 74 51340415
171 658 34019673
747 541 53115969
535 152 85133789
214 522 86851935
367 25 3019303
825 815 66958591
521 184 80950239
57 819 36657621
213 745 17217658
417 270 77436537
665 507 67722265
98 452 4867811
610 500 74666322
843 199 76597235
193 789 62690793
785 612 54033685
199 124 82554798
640 523 73929254
893 494 80037507
455 629 29063600
384 375 86213430
136 459 21838605
13 743 55348080
189 454 42032641
597 565 3080418
272 185 63638251
854 381 45372223
175 260 37893356
528 483 3502454
880 669 76296382
460 167 10495652
397 47 86722134
668 536 83910856
616 545 36657049
12 184 66221863
244 101 81921441
262 888 25984506
638 343 90862132
811 545 89144321
585 585 67151536
583 571 87128000
721 634 87395567
168 258 10825662
683 796 68915336
507 161 4340980
659 188 66921173
821 864 58103635
176 767 1677881
774 716 65577482
867 788 68305492
625 96 50988766
444 450 52158984
729 835 50074965
179 292 26563038
838 794 75981464
343 53 54257584
281 463 49720219
410 519 24173660
151 681 11734963
651 157 8210735
79 337 9834609
490 671 22446473
506 64 59345394
646 15 21079775
533 402 48679350
218 55 28822301
495 602 73515216
595 515 66099013
194 324 67889040
259 766 17739210
397 565 23100792
445 285 68543948
77 683 32466562
482 745 38882917
871 759 80771866
881 255 58561981
240 648 3963661
251 503 9538694
384 279 54791769
316 635 67209364
786 574 16018118
459 767 28037245
881 595 35808567
69 689 48989087
868 296 90313544
614 432 19465237
834 111 53650071
294 302 51783491
78 385 27847049
57 27 48977400
57 867 59632845
111 737 71058933
714 641 81381728
264 652 23680141
12 600 46590790
564 117 56561372
503 505 84212628
272 196 24463108
349 375 39174984
614 463 21605378
562 463 37936079
537 199 55085755
341 395 62416797
82 656 64449901
92 441 18824160
763 126 62411407
631 62 35424364
116 648 82855218
613 862 64944169
84 629 53553324
765 400 45256380
880 547 42157010
870 43 48375084
572 277 39255539
486 41 43318641
839 119 24703664
882 197 20338463
286 414 60434008
292 678 5158911
665 174 42073650
247 196 54718702
93 818 41863627
738 316 36297011
388 715 77966376
781 492 27612511
159 271 55184513
718 698 87974571
466 349 18031659
209 48 16346840
118 327 75410719
500 210 49690731
286 702 3391032
395 493 14063848
187 770 30431689
788 68 71978408
743 653 83477924
492 42 71447517
9 566 63042333
387 804 40567354
379 243 44588209
691 182 36405354
685 725 48530231
593 707 90763948
204 61 20720525
394 651 58047269
24 822 69886394
767 34 79499707
177 795 70806349
757 523 13511725
455 39 6177875
750 132 67315976
709 892 13501622
893 450 41669680
677 763 68880719
413 715 74009900
849 724 89665328
586 854 56553926
347 408 11531195
217 211 77367736
545 528 34058204
396 161 62355397
149 449 1076384
344 832 20338969
275 304 60719
256 493 64528107
181 536 51082306
544 627 28440077
613 809 31751307
663 265 58252518
543 524 73562709
236 209 47517081
182 609 10920335
222 709 75797084
891 224 83852474
603 133 60181945
729 477 63382297
367 149 2285990
382 157 13879142
141 401 34239515
51 613 75222648
153 153 49497362
183 390 77667864
656 888 78601816
633 289 9055597
683 867 68847355
341 610 47528709
104 897 7904868
606 783 22383822
482 706 64368615
99 480 32747684
521 254 58561581
168 530 81160631
427 436 10715533
849 421 64613518
16 513 4194426
167 756 13860245
810 231 41792275
349 385 29956100
185 121 335554
360 443 23382113
92 543 27779379
202 289 59823183
381 496 24700659
590 226 18687911
640 294 57469277
381 545 59038959
804 789 32705379
631 248 5679790
305 793 50022343
491 786 68572568
516 695 44472221
770 526 39718701
205 733 19076515
677 840 32519085
491 527 73827667
746 713 34154998
502 566 81979527
326 88 87903761
355 617 67840778
689 853 71108626
656 616 79223238
375 738 75630635
13 791 28411609
156 722 52158850
659 162 78476462
85 152 25377306
600 12 7333910
805 734 33291642
537 884 80129692
644 244 591527
518 825 71170940
167 15 21406992
209 300 27340648
425 780 10372812
11 790 19981627
658 749 88624321
296 665 81311625
520 404 50004149
595 152 31405342
113 185 19242530
395 524 30096377
286 234 43419232
506 163 63255857
870 594 14781927
706 511 77175664
719 604 65502368
118 281 41313563
495 527 59273821
473 100 10313738
19 517 61067310
799 736 44255946
535 641 71484133
477 273 17540261
216 435 53707256
529 123 9833543
280 197 84235091
51 354 1112158
42 825 65110896
893 749 69068301
722 47 43967792
648 768 32187032
504 897 58800467
196 528 62765942
678 139 74871143
466 187 37220695
849 70 89475721
153 326 43143335
871 154 83409345
800 824 48672854
539 867 10867590
121 397 13015077
447 413 29864089
857 606 72410885
305 441 82086223
146 786 89934477
550 588 27825031
899 176 60065140
369 351 26891637
310 557 245170
52 479 22563985
273 732 20899330
549 12 72145274
468 110 20694179
691 260 60019181
620 829 10356326
126 175 69958448
210 206 75426251
53 750 20926684
80 441 54754776
167 797 67166491
675 849 3190240
697 550 36059756
795 382 23589818
429 677 14247306
890 117 15371080
134 588 31377282
604 256 37825257
889 875 83636638
596 156 78378250
641 854 23602245
452 664 30718270
543 703 55614170
545 325 19242990
366 383 66781683
612 198 12143621
200 578 54389429
657 463 54474203
819 61 20941817
312 179 45320760
592 312 20772234
411 479 49411938
411 810 32639266
237 431 7468077
120 598 44191635
805 165 3852139
786 137 76453640
874 371 89909711
368 77 54416294
268 47 7990459
258 77 44340231
497 190 46443892
608 751 45614786
813 615 87968871
776 452 51863412
543 635 22552042
70 136 71967216
40 109 25180582
610 700 29480788
702 504 81218981
634 722 3316515
95 369 55731606
583 557 28368902
853 364 49402569
79 806 79174666
160 456 53409556
294 172 35593908
292 552 31364248
8 301 40499190
114 135 47162205
524 644 25237572
558 329 47596078
599 888 12139876
239 664 36979582
413 747 44343273
185 88 85023340
147 710 12413605
786 636 28926557
434 773 35816518
466 507 30028382
750 381 80560322
54 231 171449
192 531 68938528
59 254 43314229
146 220 9576739
288 116 80124805
271 524 83041763
319 374 21128375
24 849 70472623
480 31 66309066
655 391 54072549
5 46 63307623
679 811 15960524
546 477 33348925
761 18 11541027
811 609 9188371
36 240 29369058
753 249 43169341
590 651 38623624
8 433 887175
504 615 41498654
99 829 25485385
101 510 80242465
505 817 53883895
543 550 60646292
717 60 80657624
452 427 80366152
531 463 27930927
6 456 62417792
624 792 57564883
15 695 48788845
5 558 20194317
617 252 87977597
816 605 29195238
563 188 51260185
22 236 54359121
45 627 11743741
691 368 71175786
451 155 44166429
448 531 45850807
870 620 13873478
843 612 64250715
785 656 65137752
885 207 36678003
372 59 4650243
791 547 38354434
680 305 11558038
565 341 83884124
781 652 22188679
861 396 31016991
486 389 26891231
460 261 50344332
185 720 45824970
828 85 37519713
407 530 50819062
188 652 4607877
451 411 49009634
627 626 68708963
400 650 30804994
840 513 34360355
366 422 9385470
694 632 29547562
564 820 16604719
421 71 44081161
485 597 56624142
819 461 53124881
417 547 42310244
368 85 17804590
876 9 12246221
810 866 57509472
619 809 73252458
93 339 50295979
256 490 15479549
487 99 20128238
566 732 76816369
845 42 1149803
351 721 30628580
835 431 52276311
20 547 66469302
143 324 9123850
355 631 45581757
803 146 43156030
779 805 16513199
705 283 37168750
502 831 85557570
354 237 61786141
10 328 5087790
328 641 68264827
116 274 90415996
373 314 44728195
552 575 58084379
150 374 21218374
374 833 56818655
689 101 65817153
166 711 19620048
362 527 47820153
232 865 54923721
103 569 37427526
685 888 77497541
72 324 56386708
227 609 28726169
74 718 57327445
116 589 28051140
791 626 31102865
91 199 66889471
596 204 2890933
309 602 27049265
501 536 85559929
573 794 26414850
161 310 44386559
428 752 20661538
678 885 75097333
449 12 5603370
176 598 80280231
221 684 77247654
319 219 83320832
716 880 35446427
588 2 46900123
477 45 90749702
632 25 29147145
886 88 46561930
648 605 81472340
669 802 41042728
289 589 39004442
455 107 28405901
85 390 17333542
88 33 33594031
211 550 45347345
741 704 38263959
207 806 69043272
616 140 74340166
51 486 18438694
119 796 70291462
127 781 62792929
749 87 15295121
149 343 67595088
183 538 39591600
253 89 6123518
256 11 5477364
778 21 45295799
472 121 17953624
194 612 7916028
804 507 16396606
374 453 69907239
204 588 21061997
31 73 58545928
547 429 30502418
557 134 85876916
66 272 18827911
363 554 23201277
69 93 3921050
628 464 11706570
100 116 39973842
355 491 83472608
658 704 75654893
528 803 73496159
241 264 90150250
357 505 30716918
275 157 66775396
705 207 9581431
334 772 7369124
519 398 17367038
325 823 6726889
892 294 36297916
316 217 64234205
692 186 40391158
487 548 83813488
572 347 30145276
31 564 26108492
251 831 40407063
267 658 55904397
139 16 1131038
432 151 82757944
764 704 40286409
841 588 67467798
114 823 16946334
647 462 28669638
577 850 9235612
377 125 20116125
427 876 70451697
777 650 44662946
242 869 56780965
617 63 66639118
513 660 5151523
134 331 84736498
3 255 79555917
619 605 6620307
856 631 63594689
363 487 58603194
793 154 1833079
30 684 16466054
543 30 58036789
811 752 743363
752 845 56433904
669 272 80173874
712 589 55333033
445 509 12385708
629 226 56663994
493 871 85456243
468 289 62213901
204 900 43755259
753 525 39895103
711 124 45452664
785 9 20895051
828 247 9650706
723 822 84821086
218 224 43943926
382 712 65121798
879 210 69035706
657 558 31299847
452 140 18831141
499 760 44668744
536 843 74468559
290 294 12970041
681 128 17728196
771 404 29764202
881 585 59640334
44 701 64186475
578 376 30564268
384 258 46355314
697 272 82382955
762 186 18666478
814 477 20276717
406 608 37437179
345 794 26676200
302 650 30470487
603 728 27466551
622 426 10835389
303 499 49353596
308 293 30564055
672 225 90194963
11 441 52767350
45 794 61914971
16 752 34940383
811 312 5638536
536 545 8702030
429 250 45613648
750 660 74822174
136 191 40350669
571 123 10508441
763 42 18442951
800 244 36502611
716 136 84811408
458 94 55129935
640 635 7988312
330 842 37451367
370 415 9576429
789 746 36240732
848 104 64724212
665 202 4204764
628 93 7174251
569 251 77150956
44 397 39859068
716 864 50361453
626 797 39036955
617 809 55549063
516 534 59093064
516 418 18148422
552 714 87094050
684 546 16113012
329 724 67963170
114 550 24517763
404 501 53169134
820 76 46772587
746 835 20129256
47 523 62078277
820 215 3477043
723 547 3249985
366 872 39087068
482 235 82471531
555 336 10787092
349 841 28480553
764 399 10762707
897 265 86886112
464 476 69229480
742 772 60714039
324 209 79460180
467 64 30067375
692 245 71614268
72 582 27064962
544 211 83497781
666 814 59272738
775 105 30976324
174 514 77786569
567 819 4552451
165 457 11454819
299 87 71175928
557 124 19829511
747 649 13577752
402 868 50106323
563 574 3460571
438 160 20065190
59 223 70513018
769 625 7913100
231 620 41126844
653 814 25105681
201 803 88444824
566 255 56158139
522 272 30956061
826 460 59813770
788 267 74595988
258 545 16524650
134 771 28781811
75 153 73031163
293 767 80270557
553 621 14174876
724 585 71555463
735 147 89176877
565 269 12513075
340 493 38921145
638 153 40834307
455 693 7101548
460 419 90482694
576 720 21381368
767 527 63017190
827 105 74360419
795 440 7382685
592 764 66526322
632 396 52839846
877 441 49896883
202 14 29959022
593 784 42755093
233 101 34795860
61 785 58099016
454 312 66943655
141 483 6463790
56 198 13642771
182 190 7556006
779 325 17715569
530 803 7938773
816 171 62250921
222 628 33028782
642 838 62433015
899 782 43475775
673 141 68905182
109 396 9252273
835 690 55454145
311 183 7727766
753 154 621201
188 117 77076219
158 740 50849533
598 664 22378493
725 695 11260929
14 218 36763901
321 51 47989471
850 608 11618186
87 516 61177608
394 421 14948912
596 612 71248360
355 306 19869927
534 727 27329403
214 81 7388127
218 14 28619761
369 535 8446851
409 627 10438809
520 224 68355742
342 481 45040692
705 67 84296225
769 789 77618229
708 145 86560302
326 693 60501615
883 548 75745286
854 666 14811755
502 573 25652266
317 883 81192322
364 521 2876559
805 726 45710461
432 825 2542978
53 219 20542794
308 631 25523010
571 149 19265944
537 566 8492688
264 678 14534002
405 162 48758771
232 300 69596699
838 646 88823021
719 840 84808714
5 459 78789783
492 360 72219164
536 888 2574917
373 238 17754482
666 698 54792676
612 501 45680402
155 587 2282681
799 697 25434778
357 869 53125273
520 539 88260728
808 106 36714149
62 47 89614629
217 382 67781073
594 612 35359062
870 106 81971064
250 708 11863158
836 677 17740659
733 574 17872322
387 342 44652228
680 18 12395817
314 6 34971418
70 149 24680057
851 757 62081360
212 571 41505924
547 230 49435557
53 618 31907526
663 81 79861201
591 622 43407335
607 490 53049805
587 580 61899431
235 488 77386549
144 189 43729665
68 625 17500827
601 646 70005523
627 138 43297242
54 395 25933629
346 845 7793796
311 261 38721865
49 192 53815366
400 426 62918941
457 133 74482654
69 385 7775911
536 454 50421651
90 829 58199863
74 20 7280878
480 493 85458833
665 769 17739264
858 554 34989604
414 263 40966464
584 194 76621192
797 677 80513102
267 576 4434740
484 330 54968268
223 238 83709335
675 595 63521085
379 593 6223125
453 723 75023149
360 602 43566093
6 150 50055086
389 864 56204424
503 112 32701043
167 842 56038126
200 273 36275821
695 331 75120724
748 261 27746428
391 218 6966719
15 742 1627698
728 122 34291351
739 510 80267368
602 532 61001773
223 20 45036099
265 657 27528877
154 116 48198969
517 139 17323128
561 285 72715680
547 540 55639560
172 896 57684624
334 876 80733362
752 835 37281073
347 238 57467463
384 57 88577235
308 151 89297040
351 398 28815952
468 316 9977103
383 169 50943356
260 430 85997159
668 472 6680757
555 18 60339218
149 55 82969974
743 588 20325415
677 634 79778822
41 45 88727354
690 34 74190605
172 339 38215355
582 768 52271850
342 481 4115487
645 311 24317610
25 433 64238385
291 445 79231619
238 351 82386626
780 862 81256576
66 777 72862418
498 302 57330582
127 623 67244594
680 29 46740814
683 542 7254225
646 278 24514148
773 655 40162113
326 434 29578775
713 90 23560014
432 840 58640449
244 612 85754973
511 804 47230410
517 523 42273446
597 494 89626700
372 283 60855130
174 358 30536690
166 329 4700628
817 271 5793152
867 13 57660245
600 805 44339990
770 521 12804528
780 205 48278462
40 569 54703183
255 377 44436726
325 82 40336556
240 722 16474147
385 805 5358224
470 244 43425507
695 466 80377005
100 598 88574837
65 443 88573580
805 844 68075351
646 5 88633074
497 870 27068539
586 359 61261409
722 132 55097415
221 428 75359110
624 622 50757466
167 807 31548388
533 747 69621235
164 246 90277939
293 687 49594572
641 377 52097792
178 199 7650836
621 278 81814423
768 700 69202448
5 112 836497
573 837 58189565
645 414 73076571
750 864 51603476
664 551 48747137
649 782 71426767
266 508 38395946
20 282 36797164
145 311 30292167
312 827 35661409
355 747 74959651
162 538 45002672
737 659 85847227
451 880 19244383
271 826 35033436
797 42 67476586
73 158 77043289
371 421 28603981
822 331 73340161
65 385 81679042
401 202 82978034
700 531 16180448
467 73 44050925
758 880 30602906
190 510 11180218
484 818 27482216
360 801 86408051
289 729 28573539
291 285 7692158
293 47 62024360
627 95 15723357
843 581 15325985
211 540 47220639
878 675 61626787
463 101 65582484
48 849 23858665
737 111 36922312
69 38 21663128
411 682 58214453
65 401 56836583
157 267 5297567
81 704 69393956
89 840 69180402
386 865 62589052
657 872 15454652
57 122 47910630
122 201 85482080
31 684 69198142
41 363 12078401
313 496 89142209
312 436 10101961
581 375 1792307
776 648 43807538
171 191 17432384
622 52 78992800
517 589 14914343
285 656 82825170
35 440 61702696
792 163 15485318
751 405 40437650
890 403 77856781
209 362 57768648
809 219 63530309
271 713 15625704
101 562 3366831
18 152 46088391
843 43 22948617
251 323 61682729
131 785 44205922
527 615 84577869
668 54 1034181
566 767 11393232
615 278 76232651
3 251 66428969
243 634 24954008
97 127 50576181
702 279 83886625
55 598 37861369
670 130 56140890
689 792 18788495
557 835 85069516
516 810 77246043
645 511 79746158
670 655 54951104
212 464 84552278
891 190 85275944
597 149 14747905
424 336 45432739
676 624 59838446
159 341 60859549
357 898 58515708
41 15 22007876
769 771 90908693
786 440 78182520
115 369 82538527
772 371 58745255
492 739 72167207
580 143 42973897
895 396 28966164
134 329 61110048
217 142 75278354
52 380 70515791
577 669 64217614
215 320 86115425
181 167 4115522
145 765 76988480
354 603 16825496
805 102 76892576
603 449 44354519
126 685 87908932
423 849 68836704
620 367 56858809
206 117 61873158
120 862 70513978
872 737 69137692
319 29 53996879
381 46 23387904
291 84 52566206
749 65 43070532
832 886 87953148
664 843 72724995
176 668 326297
99 545 47538582
531 520 55394399
185 206 85099323
255 148 46355600
450 190 52983616
765 255 58961784
87 355 41973947
213 657 25672210
211 471 86415838
365 116 53159858
240 830 3056762
351 291 34306438
647 470 70327334
865 723 4580643
779 815 15909368
672 429 27256799
830 11 18554176
558 17 519073
161 573 11674603
229 398 32198426
260 459 1459715
247 681 84471008
163 833 77016045
688 249 64341682
886 621 79761088
345 606 69836704
770 119 21451211
375 200 78363963
173 176 72393007
536 226 32290890
849 744 64015636
349 373 63183744
240 310 1112476
710 500 27520013
305 712 65111459
781 55 31698613
209 373 39120884
718 178 14271743
871 773 58563489
103 9 38171392
448 292 1185934
321 498 62662887
7 484 42284645
861 500 23816734
390 258 64971187
692 400 79977809
490 210 33907293
